packet_index,slot,seed_track_id,track_id,tier,name,artists,album,bpm,mood_score,key_step,distance,spotify_url
5,3,2d4e45fmUnguxh6yqC7gNT,6Wn3pdFtAcnYJyJVITwt7N,yes,Girls Got Rhythm,AC/DC,Highway to Hell,138.000,203.000,1,0.214149,https://open.spotify.com/track/6Wn3pdFtAcnYJyJVITwt7N
5,4,2d4e45fmUnguxh6yqC7gNT,7D2DbbjKxGEAYwcEoG4wrI,yes,Duet In B Minor,Pacific Air,Stop Talking (Spotify Exclusive),150.000,202.000,1,0.643911,https://open.spotify.com/track/7D2DbbjKxGEAYwcEoG4wrI
6,1,3TP8KZt9tJGyeBRVyDysp9,3TP8KZt9tJGyeBRVyDysp9,on_repeat,Better If Worse,"HAFFWAY,Matt Maeson",Better If Worse (with Matt Maeson),124.000,183.000,1,0.000000,https://open.spotify.com/track/3TP8KZt9tJGyeBRVyDysp9
6,2,3TP8KZt9tJGyeBRVyDysp9,5iItYl3Q6wCnKVfpK1uNVf,yes,The Suburbs,Arcade Fire,The Suburbs (Deluxe),118.000,185.000,1,0.265099,https://open.spotify.com/track/5iItYl3Q6wCnKVfpK1uNVf
6,3,3TP8KZt9tJGyeBRVyDysp9,0jXRQSoOA01VTmrVIDbhtm,yes,Shh,Frou Frou,Details,131.000,179.000,1,0.327031,https://open.spotify.com/track/0jXRQSoOA01VTmrVIDbhtm
6,4,3TP8KZt9tJGyeBRVyDysp9,2Ojr742JINM4QEOk7vQGEh,on_repeat,Never Have I Ever,Rainbow Kitten Surprise,Never Have I Ever,130.000,195.000,1,0.469114,https://open.spotify.com/track/2Ojr742JINM4QEOk7vQGEh
7,1,5jGxeAkNbep75x8JLeb52H,5jGxeAkNbep75x8JLeb52H,on_repeat,Upside Down & Inside Out,OK Go,Hungry Ghosts,93.000,192.000,1,0.000000,https://open.spotify.com/track/5jGxeAkNbep75x8JLeb52H
7,2,5jGxeAkNbep75x8JLeb52H,5C5gvDZsl6d8bh89URfKHr,yes,Pork Soda,Glass Animals,How To Be A Human Being,96.000,198.000,1,0.233246,https://open.spotify.com/track/5C5gvDZsl6d8bh89URfKHr
7,3,5jGxeAkNbep75x8JLeb52H,5OLvTcn4P3pZQ4erbwg6ro,on_repeat,Unravelling,Muse,The Wow! Signal,88.000,183.000,1,0.361953,https://open.spotify.com/track/5OLvTcn4P3pZQ4erbwg6ro
7,4,5jGxeAkNbep75x8JLeb52H,0KseHCMXqZZkoKn4UJfWlO,yes,Smile,Foreign Air,Smile (Remix),100.000,181.000,1,0.465630,https://open.spotify.com/track/0KseHCMXqZZkoKn4UJfWlO
8,1,5tb5fb5moizAdu3Z6jljn2,5tb5fb5moizAdu3Z6jljn2,yes,Make a Shadow,MEG MYERS,Sorry,134.000,145.000,1,0.000000,https://open.spotify.com/track/5tb5fb5moizAdu3Z6jljn2
8,2,5tb5fb5moizAdu3Z6jljn2,35Bv4QuokBrmWya208VcK2,on_repeat,SCARING ME,cleopatrick,DOOM,135.000,139.000,1,0.198935,https://open.spotify.com/track/35Bv4QuokBrmWya208VcK2
8,3,5tb5fb5moizAdu3Z6jljn2,0ue1SRXyvMme9iCSSWcuWb,on_repeat,Numbers,Daughter,Not to Disappear,131.000,134.000,1,0.378636,https://open.spotify.com/track/0ue1SRXyvMme9iCSSWcuWb
8,4,5tb5fb5moizAdu3Z6jljn2,1ShxNSFFxy1rSbnopgYpvx,yes,Loneliest,Incubus,8,138.000,159.000,1,0.484600,https://open.spotify.com/track/1ShxNSFFxy1rSbnopgYpvx
9,1,6SkGAtFv38tQjouh7UeNpu,6SkGAtFv38tQjouh7UeNpu,yes,Where The Silence Goes,LEAP,One Million Pieces,170.000,178.000,1,0.000000,https://open.spotify.com/track/6SkGAtFv38tQjouh7UeNpu
9,2,6SkGAtFv38tQjouh7UeNpu,0FD5inFAFMXLM4o7JjNs1v,on_repeat,SCISSORS,Transviolet,SCISSORS,170.000,183.000,1,0.161932,https://open.spotify.com/track/0FD5inFAFMXLM4o7JjNs1v
9,3,6SkGAtFv38tQjouh7UeNpu,1FqozwZRQt0hBBJX6e48j7,yes,Meathook,The Cure,Three Imaginary Boys,166.000,171.000,1,0.283569,https://open.spotify.com/track/1FqozwZRQt0hBBJX6e48j7
9,4,6SkGAtFv38tQjouh7UeNpu,6wNUBZNWFxdUGof6vkaykE,yes,One For The Road,Arctic Monkeys,AM,180.000,193.000,1,0.646027,https://open.spotify.com/track/6wNUBZNWFxdUGof6vkaykE
10,1,2QgDqRuKcCOd3iIWcspgUr,2QgDqRuKcCOd3iIWcspgUr,yes,Obsessed,Elle Lexxa,Obsessed,129.000,154.000,1,0.000000,https://open.spotify.com/track/2QgDqRuKcCOd3iIWcspgUr
10,2,2QgDqRuKcCOd3iIWcspgUr,1JIffDQIhTeOeqYW66uu9e,on_repeat,The Dark Forest,Muse,The Wow! Signal,127.000,147.000,1,0.241471,https://open.spotify.com/track/1JIffDQIhTeOeqYW66uu9e
10,3,2QgDqRuKcCOd3iIWcspgUr,5916POJDlPQRBbe1SJc7uK,on_repeat,Good Girl,Paris Paloma,Good Girl,129.000,166.000,1,0.386327,https://open.spotify.com/track/5916POJDlPQRBbe1SJc7uK
10,4,2QgDqRuKcCOd3iIWcspgUr,5E0pS3sXgWdQZMKChqYXHE,on_repeat,Basic Instinct,The Acid,Liminal,118.000,154.000,1,0.477024,https://open.spotify.com/track/5E0pS3sXgWdQZMKChqYXHE
11,1,31CgjKFR1pzFO5Im365rXB,31CgjKFR1pzFO5Im365rXB,yes,I Am,AWOLNATION,Run,130.000,159.000,1,0.000000,https://open.spotify.com/track/31CgjKFR1pzFO5Im365rXB
11,2,31CgjKFR1pzFO5Im365rXB,2NEJSUekQg1nVvTI0ctJeA,on_repeat,Stem the Flow,Paris Paloma,Stem the Flow,129.000,166.000,1,0.228583,https://open.spotify.com/track/2NEJSUekQg1nVvTI0ctJeA
11,3,31CgjKFR1pzFO5Im365rXB,5DIBVDJOHh7djepAjKHWCO,yes,Heart Like A Truck,Lainey Wilson,Bell Bottom Country,140.000,161.000,1,0.435576,https://open.spotify.com/track/5DIBVDJOHh7djepAjKHWCO
11,4,31CgjKFR1pzFO5Im365rXB,5mqJu0zKOG1YAozKzZJj6f,yes,Wrong Side Of Love,Augustana,Augustana,120.000,161.000,1,0.435576,https://open.spotify.com/track/5mqJu0zKOG1YAozKzZJj6f
12,1,1IHWl5LamUGEuP4ozKQSXZ,1IHWl5LamUGEuP4ozKQSXZ,yes,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,107.000,156.000,1,0.000000,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ
12,2,1IHWl5LamUGEuP4ozKQSXZ,5gmJlzd7GyggoqLedD7vKV,yes,Hollow,"Flume,Emma Louise",Palaces,105.000,161.000,1,0.180983,https://open.spotify.com/track/5gmJlzd7GyggoqLedD7vKV
12,3,1IHWl5LamUGEuP4ozKQSXZ,3HErXAS9DiVd8C9x6CJTYd,yes,Attaway,Phantogram,Memory Of A Day,112.000,147.000,1,0.358049,https://open.spotify.com/track/3HErXAS9DiVd8C9x6CJTYd
12,4,1IHWl5LamUGEuP4ozKQSXZ,6Wx88Mv6b9ofjKMKkdwOJd,yes,New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,118.000,168.000,1,0.606848,https://open.spotify.com/track/6Wx88Mv6b9ofjKMKkdwOJd
13,1,1aItKhUXwDGVNQIMdsEv5u,1aItKhUXwDGVNQIMdsEv5u,yes,Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),132.000,221.000,1,0.000000,https://open.spotify.com/track/1aItKhUXwDGVNQIMdsEv5u
13,2,1aItKhUXwDGVNQIMdsEv5u,4E3DhWlhgxDUCUIGeLIRV6,yes,Floor It,Bear Hands,The Key to What,132.000,227.000,1,0.190459,https://open.spotify.com/track/4E3DhWlhgxDUCUIGeLIRV6
13,3,1aItKhUXwDGVNQIMdsEv5u,4addWz723II2aHsOpvmPH4,yes,FarAway,Pacific Air,Stop Talking,130.000,207.000,1,0.452527,https://open.spotify.com/track/4addWz723II2aHsOpvmPH4
13,4,1aItKhUXwDGVNQIMdsEv5u,0NdTUS4UiNYCNn5FgVqKQY,on_repeat,Snap Out Of It,Arctic Monkeys,AM,130.000,224.000,2,0.543785,https://open.spotify.com/track/0NdTUS4UiNYCNn5FgVqKQY
14,1,0EfsDEYaSjGYd66Pr881nq,0EfsDEYaSjGYd66Pr881nq,yes,Cry Baby,The Neighbourhood,Wiped Out!,108.000,158.000,1,0.000000,https://open.spotify.com/track/0EfsDEYaSjGYd66Pr881nq
14,2,0EfsDEYaSjGYd66Pr881nq,69QHm3pustz01CJRwdo20z,yes,Hells Bells,AC/DC,Back In Black,107.000,156.000,1,0.076756,https://open.spotify.com/track/69QHm3pustz01CJRwdo20z
14,3,0EfsDEYaSjGYd66Pr881nq,3adprsGoZuParw5pyhhLCc,yes,Trying To Be Cool,Phoenix,Bankrupt!,114.000,173.000,1,0.543151,https://open.spotify.com/track/3adprsGoZuParw5pyhhLCc
14,4,0EfsDEYaSjGYd66Pr881nq,1yshfaUkaAletecfWFVgtS,yes,Gooey - Gilligan Moss Remix,"Glass Animals,Gilligan Moss",Remixes,110.000,140.000,1,0.582129,https://open.spotify.com/track/1yshfaUkaAletecfWFVgtS
15,1,1LYdu02RKlGxYEYyGbQNhe,1LYdu02RKlGxYEYyGbQNhe,yes,Zombie,The Neighbourhood,(((((ultraSOUND))))),138.000,208.000,1,0.000000,https://open.spotify.com/track/1LYdu02RKlGxYEYyGbQNhe
15,2,1LYdu02RKlGxYEYyGbQNhe,7LsDPR5Y9YdzQOauL2DP4s,yes,Clothesline,The All-American Rejects,Sandbox,145.000,206.000,1,0.302521,https://open.spotify.com/track/7LsDPR5Y9YdzQOauL2DP4s
15,3,1LYdu02RKlGxYEYyGbQNhe,31hUonEmUsEVd0FMRv1s5r,yes,Not Your Fault,AWOLNATION,Megalithic Symphony,144.000,197.000,1,0.432630,https://open.spotify.com/track/31hUonEmUsEVd0FMRv1s5r
15,4,1LYdu02RKlGxYEYyGbQNhe,6X3dsWYaXWhU5zdGj0p21G,yes,Intrusive Thoughts,Bear Hands,The Key to What,130.000,221.000,1,0.534699,https://open.spotify.com/track/6X3dsWYaXWhU5zdGj0p21G
16,1,1Ki5PqMFMTKQfjB1uet9pG,1Ki5PqMFMTKQfjB1uet9pG,yes,You Again,Jonah Kagen,You Again,120.000,170.000,1,0.000000,https://open.spotify.com/track/1Ki5PqMFMTKQfjB1uet9pG
16,2,1Ki5PqMFMTKQfjB1uet9pG,54jvLVojOWiQRubRfKmZ2k,yes,.intoodeep,Dead Poet Society,-!- (Deluxe),125.000,177.000,1,0.306786,https://open.spotify.com/track/54jvLVojOWiQRubRfKmZ2k
16,3,1Ki5PqMFMTKQfjB1uet9pG,5N7Cdi5Te9E3rejjuyRwll,yes,Your Chaos,NOMARKMORE,Exhibition Number Zero,124.000,184.000,1,0.477513,https://open.spotify.com/track/5N7Cdi5Te9E3rejjuyRwll
16,4,1Ki5PqMFMTKQfjB1uet9pG,4nSrvWuCRK5yzY4K5iksAr,yes,Play Nice,Pacific Air,Stop Talking (Spotify Exclusive),109.000,175.000,1,0.489203,https://open.spotify.com/track/4nSrvWuCRK5yzY4K5iksAr
17,1,4xigPf2sigSPmuFH3qCelB,4xigPf2sigSPmuFH3qCelB,yes,Genius,"Sia,Diplo,Labrinth,LSD","LABRINTH, SIA & DIPLO PRESENT... LSD",159.000,178.000,1,0.000000,https://open.spotify.com/track/4xigPf2sigSPmuFH3qCelB
17,2,4xigPf2sigSPmuFH3qCelB,0FaTDETtzCRxYIf3noMnsF,yes,Dandelion,Daughter,Stereo Mind Game,158.000,178.000,1,0.041781,https://open.spotify.com/track/0FaTDETtzCRxYIf3noMnsF
17,3,4xigPf2sigSPmuFH3qCelB,660u9agQuREtEDmETVWSts,yes,Three Imaginary Boys - 2005 Remaster,The Cure,Three Imaginary Boys (Deluxe Edition),170.000,171.000,1,0.510335,https://open.spotify.com/track/660u9agQuREtEDmETVWSts
17,4,4xigPf2sigSPmuFH3qCelB,5GI8QlM6RlyZjegB9CFk7U,yes,Jungle (Radio Edit),Tash Sultana,Jungle (Radio Edit),146.000,180.000,2,0.729577,https://open.spotify.com/track/5GI8QlM6RlyZjegB9CFk7U
18,1,7DTAZBykDP2m8LkYehrwhl,7DTAZBykDP2m8LkYehrwhl,yes,Friendly Fire,Rainbow Kitten Surprise,bones,135.000,162.000,1,0.000000,https://open.spotify.com/track/7DTAZBykDP2m8LkYehrwhl
18,2,7DTAZBykDP2m8LkYehrwhl,58ge6dfP91o9oXMzq3XkIS,yes,505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),140.000,160.000,1,0.219474,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
18,3,7DTAZBykDP2m8LkYehrwhl,35BspUdHJEuqWx6aCzMG5U,yes,R.I.P,3OH!3,Streets Of Gold,130.000,175.000,1,0.459864,https://open.spotify.com/track/35BspUdHJEuqWx6aCzMG5U
18,4,7DTAZBykDP2m8LkYehrwhl,2m17BTWlZq0wtS9cpJsCfM,yes,Kill Of The Night,Gin Wigmore,Gravel & Wine,126.000,177.000,1,0.604922,https://open.spotify.com/track/2m17BTWlZq0wtS9cpJsCfM
19,1,5vollujufHY0jMZxx77VWr,5vollujufHY0jMZxx77VWr,yes,All These Things That I've Done,The Killers,Hot Fuss,118.000,145.000,1,0.000000,https://open.spotify.com/track/5vollujufHY0jMZxx77VWr
19,2,5vollujufHY0jMZxx77VWr,0WYqT1IvPzmKNNzR8mgIQs,yes,Love Lockdown,Glass Animals,Pools,120.000,142.000,1,0.125548,https://open.spotify.com/track/0WYqT1IvPzmKNNzR8mgIQs
19,3,5vollujufHY0jMZxx77VWr,7yT4NJt5rgmVoMJMGPULcj,yes,Backseat,Balu Brigada,Backseat,126.000,138.000,1,0.399347,https://open.spotify.com/track/7yT4NJt5rgmVoMJMGPULcj
19,4,5vollujufHY0jMZxx77VWr,0wO2H4SPvuaukEmxuAxFnF,on_repeat,I'll Let You Live,Taking Back Sunday,Louder Now,106.000,164.000,1,0.776889,https://open.spotify.com/track/0wO2H4SPvuaukEmxuAxFnF
20,1,6Lto2Xj8y0U2bes2hmRMZu,6Lto2Xj8y0U2bes2hmRMZu,on_repeat,Wonderful Nothing,Glass Animals,I Love You So F***ing Much,89.000,162.000,1,0.000000,https://open.spotify.com/track/6Lto2Xj8y0U2bes2hmRMZu
20,2,6Lto2Xj8y0U2bes2hmRMZu,2Ggr9IfS70wYQacW8nZKPG,on_repeat,labour,Paris Paloma,labour,84.000,166.000,1,0.242220,https://open.spotify.com/track/2Ggr9IfS70wYQacW8nZKPG
20,3,6Lto2Xj8y0U2bes2hmRMZu,3jfHclM5oNBSUvuBS7OgPj,on_repeat,Absolution,Switchfoot,Absolution,91.000,168.000,2,0.524780,https://open.spotify.com/track/3jfHclM5oNBSUvuBS7OgPj
20,4,6Lto2Xj8y0U2bes2hmRMZu,5lZJxYTRlmSP7DTvcHRfbE,yes,Illusion,Foreign Air,Good Morning Stranger,84.000,171.000,2,0.596148,https://open.spotify.com/track/5lZJxYTRlmSP7DTvcHRfbE
21,1,2SGyf0hCuB81F85cHXuRjl,2SGyf0hCuB81F85cHXuRjl,yes,So Cold,Balu Brigada,Portal,111.000,222.000,1,0.000000,https://open.spotify.com/track/2SGyf0hCuB81F85cHXuRjl
21,2,2SGyf0hCuB81F85cHXuRjl,0aYQsp1vZZcX0JBEJvKF7N,yes,Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),110.000,210.000,1,0.374004,https://open.spotify.com/track/0aYQsp1vZZcX0JBEJvKF7N
21,3,2SGyf0hCuB81F85cHXuRjl,4yZaGXHJ4b6ToBBAIdK25W,yes,HIT ME HARDER,3OH!3,HIT ME HARDER,123.000,226.000,1,0.520389,https://open.spotify.com/track/4yZaGXHJ4b6ToBBAIdK25W
21,4,2SGyf0hCuB81F85cHXuRjl,3bd1f4vkL6NMwL4BRV31wA,yes,Ugly Boy,Die Antwoord,Donker Mag,102.000,210.000,1,0.530849,https://open.spotify.com/track/3bd1f4vkL6NMwL4BRV31wA
22,1,1LPGwuFgIzbJoShfDdw7MY,1LPGwuFgIzbJoShfDdw7MY,on_repeat,Youth,Glass Animals,How To Be A Human Being,96.000,216.000,1,0.000000,https://open.spotify.com/track/1LPGwuFgIzbJoShfDdw7MY
22,2,1LPGwuFgIzbJoShfDdw7MY,4atMrAadB7dS8xn9vfk9PQ,yes,Fireside,Arctic Monkeys,AM,100.000,223.000,1,0.275279,https://open.spotify.com/track/4atMrAadB7dS8xn9vfk9PQ
22,3,1LPGwuFgIzbJoShfDdw7MY,6n8TMVyFKoUmDc4apxceRD,on_repeat,Breaking the Habit,Linkin Park,Meteora,100.000,204.000,1,0.409955,https://open.spotify.com/track/6n8TMVyFKoUmDc4apxceRD
22,4,1LPGwuFgIzbJoShfDdw7MY,53BirqAVvxjDPQCH316BNM,yes,Don't Dance,3OH!3,3OH!3,80.000,203.000,1,0.784239,https://open.spotify.com/track/53BirqAVvxjDPQCH316BNM
23,1,0Y0opRUBGuBOh7sogywclY,0Y0opRUBGuBOh7sogywclY,on_repeat,Dust,Augustana,"Can't Love, Can't Hurt",146.000,151.000,1,0.000000,https://open.spotify.com/track/0Y0opRUBGuBOh7sogywclY
23,2,0Y0opRUBGuBOh7sogywclY,3wNUaKeGPWmbB7139pfZdj,yes,Empty,Metric,Live It Out,146.000,156.000,1,0.156417,https://open.spotify.com/track/3wNUaKeGPWmbB7139pfZdj
23,3,0Y0opRUBGuBOh7sogywclY,25dJMz1RMvCjoodJ2jI6BV,yes,MOONWALKIN',GLU,MY DEMONS EP,144.000,157.000,2,0.527871,https://open.spotify.com/track/25dJMz1RMvCjoodJ2jI6BV
23,4,0Y0opRUBGuBOh7sogywclY,3xN4BIFz9spIZ0NIHTKFGC,yes,Feather,MEG MYERS,Sorry,150.000,124.000,1,0.861483,https://open.spotify.com/track/3xN4BIFz9spIZ0NIHTKFGC
24,1,3USxtqRwSYz57Ewm6wWRMp,3USxtqRwSYz57Ewm6wWRMp,on_repeat,Heat Waves,Glass Animals,Dreamland,81.000,182.000,1,0.000000,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp
24,2,3USxtqRwSYz57Ewm6wWRMp,4ODBthPIrDroujDxRS7cWu,yes,GREAT LAKES,cleopatrick,BUMMER,75.000,176.000,1,0.315224,https://open.spotify.com/track/4ODBthPIrDroujDxRS7cWu
24,3,3USxtqRwSYz57Ewm6wWRMp,2cRPkU3kkSK93bd65uLqzk,on_repeat,Smoking Gun,"Inpatient,Ren,Chris Webby",Smoking Gun,93.000,183.000,1,0.507747,https://open.spotify.com/track/2cRPkU3kkSK93bd65uLqzk
24,4,3USxtqRwSYz57Ewm6wWRMp,21slhimb1blAmvpjq0l8rh,yes,Conversation,Catfish and the Bottlemen,The Balance,99.000,174.000,1,0.800232,https://open.spotify.com/track/21slhimb1blAmvpjq0l8rh
25,1,6fTgbkBiMITtHUmik95ClX,6fTgbkBiMITtHUmik95ClX,yes,MakeDamnSure,Taking Back Sunday,Louder Now (Deluxe Edition),140.000,182.000,1,0.000000,https://open.spotify.com/track/6fTgbkBiMITtHUmik95ClX
25,2,6fTgbkBiMITtHUmik95ClX,3Oiauiojgokw9vWQvFmEoI,yes,Eyes on Fire - Zeds Dead Remix,"Blue Foundation,Zeds Dead",Eyes on Fire (Zeds Dead Remix) [Zed Dead Remix],145.000,166.000,1,0.540640,https://open.spotify.com/track/3Oiauiojgokw9vWQvFmEoI
25,3,6fTgbkBiMITtHUmik95ClX,03mN5X7xFtv6uuBGsB43aY,yes,Sixteen,Rainbow Kitten Surprise,Sixteen,143.000,199.000,1,0.542553,https://open.spotify.com/track/03mN5X7xFtv6uuBGsB43aY
25,4,6fTgbkBiMITtHUmik95ClX,0A0RBBTrgfq9eClnw6ZXT7,yes,Future Starts Slow,The Kills,Blood Pressures,128.000,189.000,1,0.560185,https://open.spotify.com/track/0A0RBBTrgfq9eClnw6ZXT7
26,1,358bOvBiZCS9fRzNYosw6c,358bOvBiZCS9fRzNYosw6c,yes,Like a Boy,Ciara,The Evolution,132.000,185.000,1,0.000000,https://open.spotify.com/track/358bOvBiZCS9fRzNYosw6c
26,2,358bOvBiZCS9fRzNYosw6c,3AiXzUyFAFZVBGVAADPN5a,yes,Make Up Your Mind,Florence + The Machine,"How Big, How Blue, How Beautiful (Deluxe)",133.000,192.000,1,0.219775,https://open.spotify.com/track/3AiXzUyFAFZVBGVAADPN5a
26,3,358bOvBiZCS9fRzNYosw6c,1735xgk2J8CHCGY2LS1HM6,yes,Private,The Neighbourhood,Private,124.000,175.000,2,0.711669,https://open.spotify.com/track/1735xgk2J8CHCGY2LS1HM6
26,4,358bOvBiZCS9fRzNYosw6c,4jZWeEaLCnwYtLnVEN6BYV,yes,Blue Jeans,Lana Del Rey,Born To Die,118.000,190.000,2,0.822719,https://open.spotify.com/track/4jZWeEaLCnwYtLnVEN6BYV
27,1,0QVqdSLCPskZiJpcYQTgvi,0QVqdSLCPskZiJpcYQTgvi,yes,Family,Badflower,Family,150.000,169.000,1,0.000000,https://open.spotify.com/track/0QVqdSLCPskZiJpcYQTgvi
27,2,0QVqdSLCPskZiJpcYQTgvi,2YB7LLj8xZcd4pDs0UBM6i,yes,Don't Speak,Culture Wars,Don't Speak,154.000,177.000,1,0.297714,https://open.spotify.com/track/2YB7LLj8xZcd4pDs0UBM6i
27,3,0QVqdSLCPskZiJpcYQTgvi,1ggbqc7jhg454UpFfSmdam,yes,Don't Miss,The Blue Stones,Pretty Monster,136.000,173.000,1,0.606482,https://open.spotify.com/track/1ggbqc7jhg454UpFfSmdam
27,4,0QVqdSLCPskZiJpcYQTgvi,2XTFxS6tjPzRslHheCtAJf,yes,SUGAR,Elba Rose,SUGAR,164.000,171.000,2,0.847739,https://open.spotify.com/track/2XTFxS6tjPzRslHheCtAJf
28,1,2wZBb1r0BYixj88W9VsrTl,2wZBb1r0BYixj88W9VsrTl,yes,Motel,MEG MYERS,Sorry,80.000,153.000,1,0.000000,https://open.spotify.com/track/2wZBb1r0BYixj88W9VsrTl
28,2,2wZBb1r0BYixj88W9VsrTl,3XMyREykeptNpvd0tE75xw,yes,Numb,MEG MYERS,Take Me To The Disco,82.000,149.000,1,0.148031,https://open.spotify.com/track/3XMyREykeptNpvd0tE75xw
28,3,2wZBb1r0BYixj88W9VsrTl,15y1BArk8UmePx9hqQDh42,on_repeat,The Sickness In You & I,Muse,The Wow! Signal,84.000,153.000,2,0.503199,https://open.spotify.com/track/15y1BArk8UmePx9hqQDh42
28,4,2wZBb1r0BYixj88W9VsrTl,1Yi8XPnCPoimWwqxwm3uz9,yes,Longshot,Catfish and the Bottlemen,Longshot,103.000,172.000,1,1.134044,https://open.spotify.com/track/1Yi8XPnCPoimWwqxwm3uz9
29,1,7vZ9v4c0ft0ro30awMw32V,7vZ9v4c0ft0ro30awMw32V,on_repeat,Cryogen,Muse,The Wow! Signal,133.000,185.000,1,0.000000,https://open.spotify.com/track/7vZ9v4c0ft0ro30awMw32V
